kalimat_id,kata,sense,preprocessed
2467,asing,530c,september usia tahun gabung serikat misi asing paris buah komunitas katolik hidup rasul evangelisasi asia
956,asing,5302,diri ragu dua main asing asal cile bisa turun laga hari sabtu stadion ssa
3570,asing,5302,hubung dagang jalin tiongkok kaisar asing lalu wilayah takluk
3818,asing,5302,film starman gambar piring emas voyager temu adab asing kemudian kirim ras sendiri selidik bentuk hidup cerdas bumi
852,asing,5302,orang asing sebut biasa kembali negara asal
1439,asing,5302,syaikh ibrahim ad dasuqi kuasa bahasa arab kuasa bahasa asing di antara bahasa suryani ibriyyah dia tulis jumlah kitab risalah bahasa suryaniyyah ibriyyah
1997,asing,530d,film sebut pilih wakil resmi jerman academy awards ke- film bahasa asing baik tidak raih nominasi
2955,asing,5301,elite politik elite partai politik orang partai sosok ricky asing
3763,asing,5302,segera itu raja nyata dagang rempah monopoli raja rangka aman dapat kecuali dagang asing ikut
2503,asing,5302,itu usaha asing sebut tambah bangun baru sebut e-square rencana jadi pusat belanja lantai banyak surabaya
2614,asing,5303,jalan temu li bai sedang buang negara asing barat daya tiongkok
3765,asing,5302,ini akhir bukti untung bizantium usaha tahan upaya kuat asing rusak kaisar
2287,asing,530d,film sebut menang beberapa harga masuk harga golden globe film bahasa asing baik
2059,asing,5302,gera timbul keruh hidup suku kikuyu tekan sosial bagi besar milik tanah tangan bangsa asing diskriminasi
4555,asing,5302,australia barat duduk lahir asing milik bagi duduk lahir asing tinggi
4305,asing,5302,beberapa hari kemudian utus kaisar temu menteri nyata keshogunan bubar labuh jepang buka sesuai janji internasional semua orang asing lindung
756,asing,5302,para ahli tahan satelit mungkin angkat laut oleh mampu air biru tidak perlu gantung satelit asing inmarsat sedia layan komunikasi kapal sebut
4167,asing,5302,wujud atau bentuk aksara peran periode pun sungguh rupa hasil daya cipta cendekiawan lokal telah ramu selektif unsur asing bagai alir pada klimaks capai sepakat gaya jenis bentuk aksara sesuai kondisi wilayah budaya
5653,asing,530c,perintah rrt ban taiwan punya hubung resmi negara taiwan seringkali serta badan ekonomi dunia bawah nama agak pelik wilayah bebas cukai asing taiwan penghu kinmen matsu bawah organisasi dagang dunia tionghoa taipei bawah apec
4921,asing,5302,masa festival jadi tonton warga asing kunjung goryeo
3721,asing,5302,ubah dinasti perang invasi asing cina han tinggal cina tengah paksa sebar wilayah asing barbar selatan
263207,bisa,0101,hukum dua termodinamika nyata tiap siklus tutup bisa konversi bagi panas produksi jadi kerja
245905,bisa,0101,stasiun bisa pindah stasiun kurskaya jalur koltsevaya chkalovskaya jalur lyublinskaya
250304,bisa,0101,ini bisa atas guna gashat milik level lebih tinggi
259508,bisa,0101,seperti anggota kelompok minoritas misal etnis ras minoritas banyak individu lgb besar suatu komunitas sama dengan darimana bisa ajar kena identitas dan kuat dukung identitas
275284,bisa,0101,lanjut hanya bisa pandang angelique hasut duduk urung barnabas peti mati kubur jauh hutan
260476,bisa,0101,busana tari kena para tari tunjuk ciri identitas daerah mudah tonton bisa mudah kenal
266795,bisa,0101,richie ren orang dokter muda diri adil laku baik dia bisa bantu pasien
256838,bisa,0101,gradien naik pesawat bisa capai tinggi kaki alih kaki jangkau m tinggi kaki atas muka bandara tinggi pesawat atas pucuk pohon kaki marjinal
253611,bisa,0103,mata cahari warga desa banpres umum tan karet bisa kata income hasil karet desa golong besar di banding desa desa
260596,bisa,0101,buah kaya serat kulit warna coklat hijau kusam daging buah warna hijau terang emas deret biji kecil hitam bisa makan
253929,bisa,0101,dosis bisa ubah resep derita masalah ginjal hati
239721,bisa,0101,panjang tubahnya bisa capai meter buat jadi ular panjang benua amerika
250862,bisa,0103,buah gestur perlambang bisa milik tingkat signifikansi beda konteks kultur beda bagai lengkap hina
234147,bisa,0101,akibat muka planet terlalu panas bisa dukung hidup di bumi
246431,bisa,0101,bintang milik magnitudo tampak perlu buah teleskop bisa lihat
271947,bisa,0101,kalah romawi tempur jadi awal hancur kaisar romawi barat goth ostrogoth visigoth bisa jadi raja merdeka diri sendiri
258145,bisa,0101,platform bisa guna tarik perhati masyarakat pilih umum dengan ungkap dukung atau tentang suatu topik kontroversial
251215,bisa,0101,bila negara jatuh saya bisa buat apa tolong bahkan orang bijak paling erti akan kutuk
241652,bisa,0101,salah satu untung guna rudal udara darat banding senjata contoh bom jatuh bebas bom bodoh jarak jauh standoff distance bisa sedia rudal udara darat
270827,bisa,0103,itu bisa papyrus kulit kain kayu kanvas
260109,bisa,0101,warna bisa sebut putih atau tak warna
249809,bisa,0101,mereka festival bisa yakin wisatawan tidak ragu nikmat indah alam poso
234396,bisa,0101,ayah harap besar langsung kerja tamat stm bisa ringan beban ekonomi keluarga
237155,bisa,0101,baik aman bisa turun umpan balik reaktivitas positif koefisien batal reaktivitas
739191,dunia,1304,forehand graf sebut rupa baik dunia
794477,dunia,1304,awal abad ke- pecah perang dunia
776558,dunia,130x,piala dunia i-iv ada logo guna poster resmi
782483,dunia,1301,keju rupa keju spanyol paling populer ekspor banyak negara dunia
759176,dunia,1301,film hasil kumpul juta dalam negeri juta seluruh dunia total juta biaya produksi capai juta
746154,dunia,130x,sejak akhir -an jumlah dukung sesuai struktural bank dunia usung berantas miskin tuju utama
744014,dunia,1304,tahun hilmi tunjuk ganti rahmat abdullah tinggal dunia jadi musyawarah majelis syuro i rupa lembaga tinggi pks
747880,dunia,130x,delapan tim partisipasi status tuan rumah juara tahan piala dunia fifa enam tim juara tahan juara konfederasi fifa
754048,dunia,1304,tahun madiksa beliau mulai benah pola pikir kata buat siap pasuk dunia pendeta
762152,dunia,130x,tetap jadi kapal tangguh patut hitung dengan akhir perang dunia ii walaupun usia sudah tak muda golong tinggal zaman musuh
732029,dunia,1301,hingga ini dapat juta lebih guna negara dunia
731557,dunia,1304,tahun sunan kudus tinggal dunia jadi imam sholat subuh masjid menara kudus posisi sujud
783869,dunia,1304,daerah milik pandang agama dunia beda
787136,dunia,130x,rencana marshall marshall plan program ekonomi skala besar tahun - amerika serikat tuju bangun kuat ekonomi negara - negara eropa perang dunia ii usai
774185,dunia,130x,bahkan tahun ke- sama barito putera isnan panggil pssi gabung sama tim nasional indonesia kualifikasi piala dunia sea games malaysia
734973,dunia,1301,damai macam tuntut negara paling besar kuasa tekad wujud rukun sepenuh antara sendiri tenteram semua bangsa dunia
756065,dunia,1304,jalan dunia fana temu ye hua pernah jatuh cinta kepada akhir meni
759070,dunia,1304,awal karier dunia televisi lalu sinetron manusia harimau new generation
757281,dunia,1301,sini dapat empat universitas temasuk dewan lidi ilmiah industri csir institut lidi veterinar onderstepoort buah universitas kenal dunia
740793,dunia,130x,perang dunia ii akhir indonesia merdeka putus gabung satu rakyat indonesia sulawesi kris akhir terima angkat laut ri
756772,dunia,130x,jerman tiga kali capai final piala dunia wanita fifa pertama kali tahun stadion rsunda solna swedia kalah norwegia final skor -
749591,dunia,1304,tiga film tambah di buat jadi dunia sama pada masa film pertama
903498,kepala,0302,atas tuju banks jabat pimpin ekspedisi percaya letnan william bligh laut kawak pernah serta kapten james cook layar tiga sekaligus layar akhir selaku nakhoda muda kepala navigasi atas hms resolution
898942,kepala,0302,rangka loa jadi kepala urus salah-satu diri jang seng ie sekarang rumah sakit husada
897963,kepala,0302,mantan kepala kua camat wong
900381,kepala,0302,rupa kepala negara pimpin berontak utama provinsi baluchistan bagi baratdaya pakistan akbar bugti tinggal operasi angkat darat agustus
901931,kepala,0302,jessie lahir tahun tacoma washington alexander stewart kepala line salur biru hujan pantai barat amerika serikat
901445,kepala,0302,desa tanjung kesuma ini pimpin orang kepala desa nama sugianto hs
902490,kepala,0302,tanggal mei retno listyarti kepala sma negeri jakarta copot jabat
912921,kepala,0304,lempeng kepala burung lempeng tektonik minor ada semenanjung doberai ujung barat pulau papua
908349,kepala,0302,persentase orang chili dapat kepala rumah tangga per kapita bawah garis kemiskinandidefinisi dua kali biaya penuh butuh gizi minimal satu orangmenurun pada tahun jadi tahun lidi perintah
910243,kepala,0302,pns jabat kepala bidang kendali masalah sehat dinas sehat kota bekas
901272,kepala,0302,antara rombong ikut hadir patih garut wedana bangbulang wedana tarogong kepala penghulu garut wakil kepala penghulu garut nasihat agama garut camat kadungkora camat nangkaruka
899412,kepala,0302,serigala abu pgn kenal isyarat tangan yang wakil kepala serigala
898222,kepala,0302,sejak tahun kata sultan ada cirebon lagi milik kuasa politik telah dijadikam pegawai perintah hindia belanda fungsi bagai kepala perintah ganti para bupati angkat gubernur jendral kemudian wilayah awas residen telah tunjuk perintah belanda
904021,kepala,0302,wali kota seoul kepala perintah seoul ibu kota kota besar korea selatan
904846,kepala,030x,tara brigadir polisi kepala polisi republik indonesiapolri
911996,kepala,0302,ia jadi kepala jurus teori institut masalah fisika moskow
895443,kepala,0302,desa dapat buah kasus jadi duga seleweng beras orang miskin raskin duga laku jabat pjs kepala desa kades rudi hartono
899933,kepala,0302,kontras republik sistem presidensial semipresidensial kepala negara biasa milik kuasa eksekutif luas presiden eksekutif banyak kuasa sebut beri kepala perintah biasa sebut perdana menteri
905037,kepala,0301,seri final fantasy biasa ambil wujud hewan buas kepala singa tubuh kambing ekor naga ular beberapa kepala banyak
895185,kepala,0302,tahun muda mahendrawan masuk pilih majalah tempo salah satu tujuh kepala daerah pilih
898841,kepala,0302,bapak msoedarto ba jadi kepala sekolah tahun
910952,kepala,0302,sunggumanai desa camat pattallassang kabupaten gowa sulawesi selatan indonesia saat pimpin orang kepala desa nama abd
899781,kepala,0302,sana yoshinaka sebut kiso jir yoshinaka besar lembah kiso shinano kepala klan pengaruh nama nakahara kanet
912806,kepala,0302,atur daerah atur undang bentuk dewan wakil rakyat daerah tuju sama kepala daerah gubernur bupatiwali kota
902200,kepala,0302,saat sama putra dua li shimin juga sedang sama taiyuan diam rencana berontak tahu ayah jalin hubung pei ji kepala urus istana kaisar dua liu wenjing jabat kabupaten jinyang
957503,membawa,3003,daerah boleh membawa maksimal atlet
964687,membawa,3005,marco polo kabar membawa banyak kaya budaya sutra resep masak china italia
961282,membawa,3002,manusia ibu kandung membawa bayi kembar demikian alami salin ganda biasa masa kandung lebih singkat minggu hamil bayi tunggal
964150,membawa,3003,uskup tidak datang sendiri masing-masing izin membawa dua orang imam tiga orang diakon jumlah total hadirin mungkin atas orang
955904,membawa,3003,kakek membawa bart herman orang milik toko senjata antik orang ahli militer
962413,membawa,3005,pak ringga putra selamat amira buang liontin biru iu anggap membawa sial
956246,membawa,3005,jadi ketua menteri karnataka membawa pbj buah menang pilih mahkamah karnataka
959811,membawa,3006,bagi besar nama belakang islandia membawa nama ayah terkadang membawa nama ibu misal anak ibu ingin akhir hubung ayah
954813,membawa,3003,orbs non-harness membawa tiga balap bola harness bangun lama satu dua kendara
954296,membawa,3001,bagi ini william caxton membawa mesin cetak inggris -an
963129,membawa,3002,hermes membawa ternak sebut yunani sembunyi hapus jejak
956278,membawa,3001,tank girl membawa tank ikut arus tarik booga belakang naik ski air kemudian membawa lewat buah air terjun teriak girang
954621,membawa,3005,juang asing asal polandia miros aw kuleba mehmed borz temu raduyev bulan krisis mungkin raduyev picu perang sipil lebih luas dagestan kuleba tulis raduyev coba sembunyi cakap dapat rumah sakit membawa sandera betul rencana bukan rupa ukur putus asa
964623,membawa,3001,mulai gera tari perlahan penuh hayat kadang membawa kipas kibas irama tanpa membawa kipas sama sekali nyanyi lagu tema sedih misal seblang lokento
959227,membawa,3005,saja ini membawa imbas positif mampu tari damsyik
953746,membawa,3003,gacy aku polisi ia ambil remaja laki lari rumah gigolo anak stasiun greyhound bus chicago dari jalan membawa ke rumah
957461,membawa,3005,periode bangun ekonomi sosial italia hanya ubah negara miskin jadi kuat industri besar juga membawa ubah masyarakat budaya
954798,membawa,3002,polisi awal ban ada muslim tahan ketika kerumun orang tambah lima ratus malcolm x izin bicara hinton telah atas desa malcolm x ambulans membawa hinton rumah sakit harlem
962854,membawa,3007,arkhe kata pergi pelangi membawa pesan para dewa manusia
963398,membawa,3005,usaha raksasa negara asia hasil keluar sulit uang manfaat standar akuntansi tutup hutang rugi begitu besar mana kolektif membawa negara wilayah sebut tuju krisis uang
956389,membawa,3001,ingin tingkat mampu ilmu silat tamat hik hollands inlandsche kweekschool sekolah didik guru tinggal yogyakarta rantau membawa bekal apa jalan kaki
1023180,menyusun,2403,rodrigo de vivero menyusun janji ditandatangani november
1021913,menyusun,2401,trailer adalah versi baru lagu crazy in love beyonce atur menyusun ulang lagu sebut sama kaloboratornya boots
1022302,menyusun,2403,perintah militer tunjuk komisi konstitusi februari menyusun konstitusi
1023523,menyusun,2403,richard cocciante menyusun musik luc plamondon tulis kata
1023550,menyusun,2402,salah satu tugas untuk laku jalan seluruh penjuru eropa bangun dukung ordo coba menyusun kuat kampanye perang salib ikut
1022049,menyusun,2402,dapat luncur bulan november mereka menyusun rancang baru
1023013,menyusun,2403,desa menyusun kofja loka binkelj bodovlje bukov vrh nad visokim breznica pod lubnikom brode bukovica bukov ica crngrob dorfarje draga florjan nad zmincem forme gabrk gabrovo gabrka gora godei gorenja vas - rete e goste e grenc hosta knape kovski vrh krina gora lenart nad luo lipica log nad kofjo loko mokrin na logu papirnica pevno podpulfrca pozirno praprotno pungert putal rete e rovte v selki dolini sopotnica spodnja lua stanie stara loka stirpnik strmica suha sveti andrej sv
1023692,menyusun,2402,hidrogen helium menyusun bagi kecil seluruh besar dan massa bumi
